,Year,Category,Motivation,Prize Share,Laureate ID,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Winning_age,Age_x_x,Age_y_x,Age_x_y,Age_y_y,Age_x_x,Age_y_x,Age_x_y,Age_y_y
527,1980,Chemistry,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",1/2,254,Paul Berg,1926-06-30,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,,54.0,93.0,,,,,,,
528,1980,Chemistry,for their contributions concerning the determination of base sequences in nucleic acids,1/4,255,Walter Gilbert,1932-03-21,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America,,,,48.0,87.0,,,,,,,
529,1980,Economics,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,1/1,694,Lawrence R. Klein,1920-09-14,"Omaha, NE",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2013-10-20,"Gladwyne, PA",United States of America,60.0,93.0,,,,,,,
530,1980,Literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,1/1,657,Czeslaw Milosz,1911-06-30,&#346;eteniai,Russian Empire (Lithuania),Male,Self,,Russian Empire (Lithuania),2004-08-14,Kraków,Poland,69.0,93.0,,93.0,,93.0,,93.0,
531,1980,Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1/3,419,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America,2011-08-02,"Boston, MA",United States of America,60.0,91.0,,,,,,,
532,1980,Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1/3,420,Jean Dausset,1916-10-19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,2009-06-06,"Palma, Majorca",Spain,64.0,93.0,,,,,,,
533,1980,Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,1/3,421,George D. Snell,1903-12-19,"Bradford, MA",United States of America,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America,1996-06-06,"Bar Harbor, ME",United States of America,77.0,93.0,,,,,,,
534,1980,Peace,The Nobel Peace Prize 1980 was awarded to Adolfo Pérez Esquivel.,1/1,541,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male," Human rights leader, Sculptor, Architect",,,,,,49.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
535,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,1/2,116,James Watson Cronin,1931-09-29,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2016-08-25,"St. Paul, MN",United States of America,49.0,85.0,,,,,,,
536,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,1/2,117,Val Logsdon Fitch,1923-03-10,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,2015-02-05,"Princeton, NJ",United States of America,57.0,92.0,,,,,,,
537,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",1/2,257,Kenichi Fukui,1918-10-04,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998-01-09,Kyoto,Japan,63.0,80.0,,,,,,,
538,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",1/2,258,Roald Hoffmann,1937-07-18,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America,,,,44.0,82.0,,,,,,,
539,1981,Economics,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1/1,695,James Tobin,1918-03-05,"Champaign, IL",United States of America,Male,Yale University,"New Haven, CT",United States of America,2002-03-11,"New Haven, CT",United States of America,63.0,84.0,,,,,,,
540,1981,Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1/1,658,Elias Canetti,1905-07-25,Ruse,Bulgaria,Male,Self,,Bulgaria,1994-08-14,Zurich,Switzerland,76.0,89.0,,89.0,,89.0,,89.0,
541,1981,Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,1/2,422,Roger W. Sperry,1913-08-20,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994-04-17,"Pasadena, CA",United States of America,68.0,81.0,,,,,,,
542,1981,Medicine,for their discoveries concerning information processing in the visual system,1/4,423,David H. Hubel,1926-02-27,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America,2013-09-22,"Lincoln, MA",United States of America,55.0,87.0,,,,,,,
543,1981,Medicine,for their discoveries concerning information processing in the visual system,1/4,424,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America,,,,57.0,95.0,,,,,,,
544,1981,Physics,for their contribution to the development of laser spectroscopy,1/4,118,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,,,,61.0,99.0,,,,,,,
545,1981,Physics,for their contribution to the development of laser spectroscopy,1/4,119,Arthur Leonard Schawlow,1921-05-05,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1999-04-28,"Palo Alto, CA",United States of America,60.0,78.0,,,,,,,
546,1981,Physics,for his contribution to the development of high-resolution electron spectroscopy,1/2,120,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007-07-20,Ängelholm,Sweden,63.0,89.0,,,,,,,
547,1982,Chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,1/1,259,Aaron Klug,1926-08-11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,56.0,93.0,,,,,,,
548,1982,Economics,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1/1,696,George J. Stigler,1911-01-17,"Renton, WA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1991-12-01,"Chicago, IL",United States of America,71.0,80.0,,,,,,,
549,1982,Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1/1,659,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Male,Self,,Colombia,2014-04-17,Mexico City,Mexico,55.0,87.0,,87.0,,87.0,,87.0,
550,1982,Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1/3,425,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004-08-15,Stockholm,Sweden,66.0,88.0,,,,,,,
551,1982,Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1/3,426,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,,,,48.0,85.0,,,,,,,
552,1982,Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1/3,427,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,2004-11-19,Farnborough,United Kingdom,55.0,77.0,,,,,,,
553,1982,Peace,The Nobel Peace Prize 1982 was awarded jointly to Alva Myrdal and Alfonso García Robles,1/2,543,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female," Writer, Diplomat, former Cabinet Minister",,,1986-02-01,Stockholm,Sweden,80.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
554,1982,Peace,The Nobel Peace Prize 1982 was awarded jointly to Alva Myrdal and Alfonso García Robles,1/2,544,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male," former Secretary for Foreign Affairs, delegate to the United Nations General Assembly on Disarmament, Diplomat",,,1991-09-02,Mexico City,Mexico,71.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
555,1982,Physics,for his theory for critical phenomena in connection with phase transitions,1/1,121,Kenneth G. Wilson,1936-06-08,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,2013-06-15,"Saco, ME",United States of America,46.0,77.0,,,,,,,
556,1983,Chemistry,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",1/1,260,Henry Taube,1915-11-30,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America,2005-11-16,"Stanford, CA",United States of America,68.0,90.0,,,,,,,
557,1983,Economics,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1/1,697,Gerard Debreu,1921-07-04,Calais,France,Male,University of California,"Berkeley, CA",United States of America,2004-12-31,Paris,France,62.0,83.0,,,,,,,
558,1983,Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",1/1,660,William Golding,1911-09-19,St. Columb Minor,United Kingdom,Male,Self,,United Kingdom,1993-06-19,Perranarworthal,United Kingdom,72.0,82.0,,82.0,,82.0,,82.0,
559,1983,Medicine,for her discovery of mobile genetic elements,1/1,428,Barbara McClintock,1902-06-16,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,1992-09-02,"Huntington, NY",United States of America,81.0,90.0,,,,,,,
560,1983,Peace,The Nobel Peace Prize 1983 was awarded to Lech Walesa.,1/1,545,Lech Walesa,1943-09-29,Popowo,Poland,Male, Trade union leader (Solidaritet),,,,,,40.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
561,1983,Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1/2,122,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,1995-08-21,"Chicago, IL",United States of America,73.0,85.0,,,,,,,
562,1983,Physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,1/2,123,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1995-03-14,"Pasadena, CA",United States of America,72.0,84.0,,,,,,,
563,1984,Chemistry,for his development of methodology for chemical synthesis on a solid matrix,1/1,261,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",United States of America,Male,Rockefeller University,"New York, NY",United States of America,2006-05-14,"Cresskill, NJ",United States of America,63.0,85.0,,,,,,,
564,1984,Economics,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1/1,698,Richard Stone,1913-08-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991-12-06,Cambridge,United Kingdom,71.0,78.0,,,,,,,
565,1984,Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",1/1,661,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary (Czech Republic),Male,Self,,Austria-Hungary (Czech Republic),1986-01-10,Prague,Czechoslovakia,83.0,85.0,,85.0,,85.0,,85.0,
566,1984,Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1/3,429,Niels K. Jerne,1911-12-23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,1994-10-07,Castillon-du-Gard,France,73.0,83.0,,,,,,,
567,1984,Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1/3,430,Georges J.F. Köhler,1946-04-17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,1995-03-01,Freiburg im Breisgau,Germany,38.0,49.0,,,,,,,
568,1984,Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1/3,431,César Milstein,1927-10-08,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,2002-03-24,Cambridge,United Kingdom,57.0,75.0,,,,,,,
569,1984,Peace,The Nobel Peace Prize 1984 was awarded to Desmond Tutu.,1/1,546,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Male," former Secretary General, South African Council of Churches (S.A.C.C.), Bishop of Johannesburg",,,,,,53.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
570,1984,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1/2,124,Carlo Rubbia,1934-03-31,Gorizia,Italy,Male,CERN,Geneva,Switzerland,,Geneva,Switzerland,50.0,85.0,,,,,,,
571,1984,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1/2,125,Simon van der Meer,1925-11-24,the Hague,Netherlands,Male,CERN,Geneva,Switzerland,2011-03-04,Geneva,Switzerland,59.0,86.0,,,,,,,
572,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1/2,262,Herbert A. Hauptman,1917-02-14,"New York, NY",United States of America,Male,The Medical Foundation of Buffalo,"Buffalo, NY",United States of America,2011-10-23,"Buffalo, NY",United States of America,68.0,94.0,,,,,,,
573,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1/2,263,Jerome Karle,1918-06-18,"New York, NY",United States of America,Male,US Naval Research Laboratory,"Washington, DC",United States of America,2013-06-06,,,67.0,95.0,,,,,,,
574,1985,Economics,for his pioneering analyses of saving and of financial markets,1/1,699,Franco Modigliani,1918-06-18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2003-09-25,"Cambridge, MA",United States of America,67.0,85.0,,,,,,,
